DataLeverandørnavn;ObservationsStedNr;ObservationsStedNavn;Lokalitetsnavn;X_UTM32;Y_UTM32;Startdato;Startklok;Prøvetype;GennemsnitsDybde_m;Parameter;Enhed;Prøvefraktion;Resultat;ResultatAttribut;Oplukningskorrigeret;Kontrol;Kvalitet;Kvalitetsnote;time
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;640.3645182;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;46.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;76.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;210.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;21.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-11-30;0924;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.7;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:04/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-11-30 09:24:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Nitrogen,total N;µg/l;Total;762.9577218;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Phosphor, total-P;µg/l;Total;35.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;340.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;20.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;4.4;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.4;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;781.0513657;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;35.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;370.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;20.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.01;Oxygen indhold;mg/l;Total;9.72;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2015-12-15;0909;Enkeltprøve;1.02;Oxygen indhold;mg/l;Total;9.75;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:33/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2015-12-15 09:09:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.01;Oxygen indhold;mg/l;Total;11.25;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.02;Oxygen indhold;mg/l;Total;11.27;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;1117.868438;=;J;B, Elektronisk kontrol;Godkendt;;2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;45.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:21/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;534.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;22.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;4.73;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;4.0;Nitrogen,total N;µg/l;Total;1063.497545;=;J;B, Elektronisk kontrol;Godkendt;;2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;4.0;Phosphor, total-P;µg/l;Total;38.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:21/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;4.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;546.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;4.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;27.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-01-05;1003;Enkeltprøve;4.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;3.38;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:21/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-01-05 10:03:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;912.7883201;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;41.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:35/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;160.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;520.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;21.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.78;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Nitrogen,total N;µg/l;Total;969.3450766;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Phosphor, total-P;µg/l;Total;39.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:35/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;170.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;520.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;22.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;5.4;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.66;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.01;Oxygen indhold;mg/l;Total;10.49;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Enkeltprøve;1.02;Oxygen indhold;mg/l;Total;10.55;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-04;1301;Blandingsprøve;3.325;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.71;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:35/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-04 13:01:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.01;Oxygen indhold;mg/l;Total;11.51;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.02;Oxygen indhold;mg/l;Total;11.69;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Blandingsprøve;2.6666666666666665;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.01;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;1332.146331;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;34.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:32/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;190.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;1000.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;21.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.16;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Nitrogen,total N;µg/l;Total;1335.37382;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Phosphor, total-P;µg/l;Total;33.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:32/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;1000.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;24.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-15;0959;Enkeltprøve;4.3;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.92;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:32/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-15 09:59:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;938.6190197;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;20.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:43/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;19.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;650.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;7.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;11.7;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Nitrogen,total N;µg/l;Total;735.6890223;=;J;B, Elektronisk kontrol;Godkendt;;2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Phosphor, total-P;µg/l;Total;28.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:43/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;64.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;510.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;17.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;4.2;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.89;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.01;Oxygen indhold;mg/l;Total;11.74;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Enkeltprøve;1.02;Oxygen indhold;mg/l;Total;11.9;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-02-29;0930;Blandingsprøve;2.533333333333333;Klorofyl a;µg/l;Partikelbundet - fra filteret;11.6;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:43/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-02-29 09:30:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Blandingsprøve;2.8;Klorofyl a;µg/l;Partikelbundet - fra filteret;14.5;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;12.61;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;924.4805149;=;J;B, Elektronisk kontrol;Godkendt;;2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;22.0;=;J;C, Faglig kontrol;Fagligt forbehold;2021-02-25 23:18/Datamigrering: Registreret af Flemming N?rgaard (flnoe@ode.mim.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;8.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;570.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;2.0;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2016-03-08;1017;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;17.8;=;J;C, Faglig kontrol;Godkendt;2021-02-25 23:18/Datamigrering: Registreret af RINBent (benje@nst.dk);2016-03-08 10:17:00
